1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
Gabrielly Monteiro,20,Feminino Cisgênero,Preto(a),Não,Viúvo(a),Ensino Médio Completo,Goiânia,GO,"R$ 9.224,61","R$ 1.568,18",Caminhão,Diesel,3485,Diária,Serviços adicionais,Não influencia minhas escolhas,Segurança,Mais segurança nos postos de abastecimento,Bom,"Opções de parcerias para trocar cashback (AmPm, Gás, NetShoes e outros)",Eventual,Maior facilidade de uso
Valentina Gomes,35,Feminino Cisgênero,Branco(a),Não,Viúvo(a),Doutorado,Campo Grande,MS,"R$ 3.470,40","R$ 954,36",Caminhão,Diesel,2812,Quinzenal,Localização,Influencia minhas escolhas,Preços,Mais segurança nos postos de abastecimento,Excelente,"Opções de parcerias para trocar cashback (AmPm, Gás, NetShoes e outros)",Semanal,Maior facilidade de uso
Leonardo Freitas,68,Masculino Cisgênero,Pardo(a),Não,Solteiro(a),Ensino Médio Incompleto,Rio de Janeiro,AL,"R$ 9.144,39","R$ 1.554,55",Caminhonete,Diesel,150,Mensal,Preço,Influencia minhas escolhas,Combustível com qualidade,Mais segurança nos postos de abastecimento,Regular,"Opções de parcerias para trocar cashback (AmPm, Gás, NetShoes e outros)",Semanal,Maior facilidade de uso
Natália das Neves,41,Feminino Cisgênero,Pardo(a),Não,Divorciado(a),Ensino Médio Completo,Taubaté ,SP,"R$ 5.835,73","R$ 1.108,79",Carro,Gasolina,499,Quinzenal,Localização,Não considero relevante,Localização,Mais vantagens com o programa de fidelidade,Bom,"Opções de parcerias para trocar cashback (AmPm, Gás, NetShoes e outros)",Mensal,Maior facilidade de uso
Evelyn Almeida,49,Feminino Cisgênero,Pardo(a),Sim,Casado(a),Pós-graduação,Rio de Janeiro,RJ,"R$ 9.944,58","R$ 1.690,58",Ônibus,Diesel,300,Diária,Combustível com qualidade,Não influencia minhas escolhas,Segurança,Mais vantagens com o programa de fidelidade,Excelente,"Opções de parcerias para trocar cashback (AmPm, Gás, NetShoes e outros)",Mensal,Maior facilidade de uso
Luiz Miguel Barbosa,49,Masculino Cisgênero,Branco(a),Não,Viúvo(a),Ensino Superior Incompleto,Rio de Janeiro,RJ,"R$ 9.925,50","R$ 1.687,34",Moto,Gasolina,2370,Semanal,Localização,Fator de decisão,Combustível com qualidade,Mais vantagens com o programa de fidelidade,Bom,"Opções de parcerias para trocar cashback (AmPm, Gás, NetShoes e outros)",Quinzenal,Maior facilidade de uso
Enzo Gabriel Silva,80,Masculino Cisgênero,Preto(a),Não,Casado(a),Ensino Superior Incompleto,Santarém ,PA,"R$ 8.997,95","R$ 1.529,65",Ônibus,Diesel,3785,Diária,Preço,Influencia minhas escolhas,Localização,Mais vantagens com o programa de fidelidade,Ruim,"Opções de parcerias para trocar cashback (AmPm, Gás, NetShoes e outros)",Eventual,Maior facilidade de uso
Davi Lucca Lima,27,Masculino Cisgênero,Branco(a),Não,Casado(a),Pós-graduação,Nova Iguaçu,RJ,"R$ 7.395,61","R$ 1.294,23",Ônibus,Diesel,1971,Mensal,Combustível com qualidade,Não considero relevante,Preços,Mais vantagens com o programa de fidelidade,Bom,"Opções de parcerias para trocar cashback (AmPm, Gás, NetShoes e outros)",Eventual,Maior facilidade de uso
Alexandre Mendes,28,Masculino Cisgênero,Preto(a),Não,Casado(a),Ensino Básico Completo,Nova Iguaçu,RJ,"R$ 3.885,54","R$ 1.068,52",Carro,Álcool,1332,Semanal,Localização,Influencia minhas escolhas,Combustível com qualidade,Mais vantagens com o programa de fidelidade,Regular,"Opções de parcerias para trocar cashback (AmPm, Gás, NetShoes e outros)",Semanal,Maior facilidade de uso
Esther Porto,20,Feminino Cisgênero,Indígena,Sim,Casado(a),Pós-graduação,Rio de Janeiro,RJ,"R$ 7.664,44","R$ 1.341,28",Ônibus,Diesel,1936,Semanal,Serviços adicionais,Fator de decisão,Localização,Mais vantagens com o programa de fidelidade,Bom,"Opções de parcerias para trocar cashback (AmPm, Gás, NetShoes e outros)",Quinzenal,Maior facilidade de uso
Pietro Duarte,47,Masculino Cisgênero,Indígena,Sim,Viúvo(a),Pós-graduação,Recife,PE,"R$ 9.370,38","R$ 1.592,96",Caminhão,Diesel,2687,Diária,Localização,Não influencia minhas escolhas,Combustível com qualidade,Mais vantagens com o programa de fidelidade,Excelente,"Opções de parcerias para trocar cashback (AmPm, Gás, NetShoes e outros)",Semanal,Maior facilidade de uso
Daniel Pinto,55,Masculino Cisgênero,Branco(a),Não,Solteiro(a),Ensino Superior Completo,Rio de Janeiro,RJ,"R$ 6.512,31","R$ 1.172,22",Moto,Gasolina,2285,Eventual,Serviços adicionais,Não considero relevante,Combustível com qualidade,Mais vantagens com o programa de fidelidade,Muito Bom,"Opções de parcerias para trocar cashback (AmPm, Gás, NetShoes e outros)",Diária,Maior facilidade de uso
Sarah Nogueira,77,Feminino Cisgênero,Amarelo(a),Sim,Casado(a),Ensino Médio Incompleto,Natal,RN,"R$ 2.297,55","R$ 459,51",Caminhão,Diesel,4739,Diária,Combustível com qualidade,Não influencia minhas escolhas,Banco24h,Mais atendentes nas lojas de conveniência,Regular,Localização de postos de abastecimento,Semanal,Maior facilidade de uso
Guilherme Peixoto,44,Masculino Cisgênero,Preto(a),Não,Viúvo(a),Ensino Básico Completo,Fortaleza,CE,"R$ 3.404,39","R$ 936,21",Caminhonete,Diesel,4593,Quinzenal,Preço,Não influencia minhas escolhas,Localização,Mais atendentes nas lojas de conveniência,Excelente,Localização de postos de abastecimento,Semanal,Maior facilidade de uso
João Guilherme Pires,52,Masculino Cisgênero,Indígena,Não,Divorciado(a),Ensino Superior Incompleto,Uberlândia,MG,"R$ 3.070,80","R$ 844,47",Carro,GNV,2577,Diária,Localização,Influencia minhas escolhas,Banco24h,Mais opções de pagamento,Excelente,Localização de postos de abastecimento,Mensal,Maior facilidade de uso
Maria Vitória Nogueira,69,Feminino Cisgênero,Branco(a),Não,Casado(a),Ensino Superior Completo,Campinas,SP,"R$ 7.559,05","R$ 1.322,83",Ônibus,Diesel,2559,Diária,Localização,Não considero relevante,Preços,Mais opções de pagamento,Regular,Localização de postos de abastecimento,Eventual,Maior facilidade de uso
Pedro Miguel Freitas,70,Masculino Cisgênero,Preto(a),Não,Viúvo(a),Pós-graduação,Pelotas,RS,"R$ 3.605,28","R$ 991,45",Ônibus,Diesel,1735,Semanal,Combustível com qualidade,Não considero relevante,Serviços adicionais,Mais opções de pagamento,Excelente,Localização de postos de abastecimento,Semanal,Maior facilidade de uso
Pietro Costa,33,Outros,Branco(a),Não,Viúvo(a),Ensino Básico Completo,Montes Claros,MG,"R$ 5.020,82","R$ 953,96",Moto,Gasolina,747,Diária,Combustível com qualidade,Influencia minhas escolhas,Combustível com qualidade,Mais opções de pagamento,Ruim,Localização de postos de abastecimento,Mensal,Maior facilidade de uso
Eduarda da Mata,37,Feminino Cisgênero,Preto(a),Sim,Solteiro(a),Pós-graduação,Caruaru,PE,"R$ 9.203,71","R$ 1.564,63",Ônibus,Diesel,2336,Semanal,Localização,Não considero relevante,Localização,Mais opções de pagamento,Excelente,Localização de postos de abastecimento,Eventual,Maior facilidade de uso
Isis Ribeiro,58,Feminino Cisgênero,Branco(a),Não,Casado(a),Ensino Básico Completo,São José do Rio Preto,SP,"R$ 1.640,10","R$ 328,02",Caminhonete,Diesel,3652,Diária,Preço,Fator de decisão,Combustível com qualidade,Mais opções de pagamento,Ruim,Localização de postos de abastecimento,Semanal,Maior facilidade de uso
Catarina da Rosa,73,Feminino Cisgênero,Branco(a),Não,Viúvo(a),Pós-graduação,Santa Maria,MS,"R$ 3.237,58","R$ 890,33",Moto,Gasolina,4101,Mensal,Serviços adicionais,Influencia minhas escolhas,Combustível com qualidade,Mais opções de pagamento,Muito Bom,Localização de postos de abastecimento,Diária,Maior facilidade de uso
Luiz Miguel da Costa,35,Masculino Cisgênero,Pardo(a),Não,Viúvo(a),Ensino Superior Incompleto,Minas Gerais,MG,"R$ 3.878,61","R$ 1.066,62",Carro,GNV,4935,Semanal,Preço,Fator de decisão,Combustível com qualidade,Mais opções de pagamento,Excelente,Localização de postos de abastecimento,Semanal,Maior facilidade de uso
Maria Sophia Almeida,41,Feminino Cisgênero,Branco(a),Não,Divorciado(a),Ensino Médio Incompleto,Rio de Janeiro,RJ,"R$ 6.077,19","R$ 1.093,89",Moto,Gasolina,2915,Quinzenal,Serviços adicionais,Não influencia minhas escolhas,Preços,Mais opções de pagamento,Excelente,Localização de postos de abastecimento,Diária,Maior facilidade de uso
Anthony Pinto,29,Outros,Pardo(a),Não,Divorciado(a),Ensino Médio Incompleto,Governador Valadares,MG,"R$ 4.443,46","R$ 888,69",Moto,Gasolina,1508,Diária,Combustível com qualidade,Não considero relevante,Localização,Mais opções de produtos nas lojas de conveniência,Ruim,Localização de postos de abastecimento,Diária,Maior facilidade de uso
Natália Castro,40,Feminino Cisgênero,Pardo(a),Não,Solteiro(a),Ensino Médio Completo,Manaus,AM,"R$ 1.931,89","R$ 386,38",Ônibus,Diesel,1211,Mensal,Serviços adicionais,Fator de decisão,Preços,Mais opções de produtos nas lojas de conveniência,Excelente,Localização de postos de abastecimento,Diária,Maior facilidade de uso
Rafaela Melo,67,Feminino Cisgênero,Branco(a),Não,Solteiro(a),Ensino Superior Incompleto,Santarém ,PA,"R$ 4.815,95","R$ 915,03",Ônibus,Diesel,1678,Mensal,Serviços adicionais,Não influencia minhas escolhas,Preços,Mais opções de produtos nas lojas de conveniência,Ruim,Localização de postos de abastecimento,Diária,Maior facilidade de uso
Pedro Rosa,25,Masculino Cisgênero,Branco(a),Não,Viúvo(a),Pós-graduação,Vitória,ES,"R$ 3.025,31","R$ 831,96",Caminhão,Diesel,1397,Semanal,Serviços adicionais,Influencia minhas escolhas,Combustível com qualidade,Mais opções de produtos nas lojas de conveniência,Bom,Localização de postos de abastecimento,Mensal,Maior facilidade de uso
Vitor Hugo Nogueira,38,Masculino Cisgênero,Branco(a),Não,Solteiro(a),Ensino Básico Incompleto,Recife,PE,"R$ 2.461,29","R$ 492,26",Ônibus,Diesel,3105,Quinzenal,Localização,Influencia minhas escolhas,Banco24h,Mais opções de produtos nas lojas de conveniência,Bom,Localização de postos de abastecimento,Eventual,Maior facilidade de uso
Leonardo Costa,63,Masculino Cisgênero,Branco(a),Não,Casado(a),Ensino Médio Incompleto,Recife,PE,"R$ 8.508,69","R$ 1.446,48",Moto,Gasolina,3499,Diária,Preço,Influencia minhas escolhas,Higiene,Mais opções de produtos nas lojas de conveniência,Ruim,Localização de postos de abastecimento,Eventual,Maior facilidade de uso
Lucas Nogueira,35,Masculino Cisgênero,Preto(a),Não,Solteiro(a),Ensino Superior Completo,Rio de Janeiro,RJ,"R$ 5.486,10","R$ 1.042,36",Moto,Gasolina,3372,Mensal,Localização,Não influencia minhas escolhas,Preços,Mais opções de produtos nas lojas de conveniência,Ruim,Localização de postos de abastecimento,Eventual,Maior facilidade de uso
Nathan Jesus,60,Feminino Cisgênero,Indígena,Não,Casado(a),Ensino Médio Completo,Uberlândia,MG,"R$ 7.299,44","R$ 1.277,40",Caminhão,Diesel,2648,Diária,Localização,Não influencia minhas escolhas,Preços,Mais opções de produtos nas lojas de conveniência,Excelente,Localização de postos de abastecimento,Eventual,Maior facilidade de uso
Sabrina da Cruz,27,Feminino Cisgênero,Preto(a),Sim,Solteiro(a),Ensino Médio Incompleto,Campo Grande,MS,"R$ 9.815,60","R$ 1.668,65",Caminhão,Diesel,3993,Semanal,Combustível com qualidade,Fator de decisão,Localização,Mais opções de produtos nas lojas de conveniência,Regular,Localização de postos de abastecimento,Mensal,Maior facilidade de uso
Ana Beatriz da Conceição,73,Feminino Cisgênero,Preto(a),Sim,Solteiro(a),Ensino Médio Completo,São Paulo,SP,"R$ 6.543,24","R$ 1.177,78",Carro,Gasolina,4580,Mensal,Preço,Fator de decisão,Preços,Mais opções de produtos nas lojas de conveniência,Excelente,Localização de postos de abastecimento,Eventual,Maior facilidade de uso
Ana Lívia Nunes,50,Feminino Cisgênero,Preto(a),Não,Divorciado(a),Ensino Básico Completo,Rio de Janeiro,RJ,"R$ 2.028,87","R$ 405,77",Ônibus,Diesel,219,Diária,Preço,Não influencia minhas escolhas,Combustível com qualidade,Mais opções de produtos nas lojas de conveniência,Regular,Localização de postos de abastecimento,Eventual,Maior facilidade de uso
Enzo Barbosa,45,Masculino Cisgênero,Preto(a),Não,Divorciado(a),Ensino Médio Incompleto,São Paulo,SP,"R$ 6.764,33","R$ 1.217,58",Moto,Gasolina,3912,Diária,Localização,Fator de decisão,Combustível com qualidade,Mais opções de produtos nas lojas de conveniência,Bom,Localização de postos de abastecimento,Eventual,Maior facilidade de uso
Stella Moraes,77,Feminino Cisgênero,Indígena,Não,Viúvo(a),Ensino Básico Completo,Pelotas,RS,"R$ 9.008,88","R$ 1.531,51",Caminhão,Diesel,4263,Quinzenal,Serviços adicionais,Fator de decisão,Higiene,Mais opções de produtos nas lojas de conveniência,Regular,Localização de postos de abastecimento,Diária,Maior facilidade de uso
Marcelo Cardoso,32,Masculino Cisgênero,Preto(a),Não,Solteiro(a),Ensino Médio Completo,Minas Gerais,MG,"R$ 6.049,29","R$ 1.088,87",Ônibus,Diesel,3981,Diária,Combustível com qualidade,Não considero relevante,Preços,Mais opções de produtos nas lojas de conveniência,Regular,Localização de postos de abastecimento,Mensal,Maior facilidade de uso
Natália Fogaça,75,Feminino Cisgênero,Branco(a),Não,Divorciado(a),Ensino Básico Incompleto,São José do Rio Preto,SP,"R$ 1.400,04","R$ 280,01",Caminhão,Diesel,2025,Diária,Preço,Fator de decisão,Lojas de Conveniência,Mais opções de produtos nas lojas de conveniência,Bom,Localização de postos de abastecimento,Eventual,Maior facilidade de uso
Sophie Correia,28,Feminino Cisgênero,Pardo(a),Não,Viúvo(a),Ensino Superior Completo,São João de Meriti,RJ,"R$ 9.777,06","R$ 1.662,10",Caminhonete,Diesel,2265,Semanal,Preço,Fator de decisão,Localização,Mais segurança nos postos de abastecimento,Muito Bom,Localização de postos de abastecimento,Diária,Maior facilidade de uso
Lorenzo Costa,63,Masculino Cisgênero,Pardo(a),Não,Viúvo(a),Ensino Superior Completo,Belém do Pará,PA,"R$ 9.233,34","R$ 1.569,67",Caminhonete,Diesel,3838,Diária,Serviços adicionais,Fator de decisão,Atendimento,Mais segurança nos postos de abastecimento,Bom,Controle de abastecimentos,Mensal,Maior facilidade de uso
Luigi Ferreira,74,Masculino Cisgênero,Preto(a),Não,Viúvo(a),Ensino Superior Incompleto,Rio de Janeiro,RJ,"R$ 6.507,78","R$ 1.171,40",Caminhão,Diesel,3185,Quinzenal,Serviços adicionais,Influencia minhas escolhas,Serviços adicionais,Mais segurança nos postos de abastecimento,Ruim,Controle de abastecimentos,Mensal,Maior facilidade de uso
Mirella Cavalcanti,71,Feminino Cisgênero,Preto(a),Não,Viúvo(a),Ensino Médio Incompleto,Belo Horizonte,SC,"R$ 6.585,14","R$ 1.185,33",Carro,GNV,1936,Semanal,Serviços adicionais,Não influencia minhas escolhas,Serviços adicionais,Mais segurança nos postos de abastecimento,Ruim,Controle de abastecimentos,Diária,Maior facilidade de uso
Benício Aragão,18,Masculino Cisgênero,Indígena,Não,Casado(a),Ensino Médio Completo,Nova Iguaçu,RJ,"R$ 4.113,00","R$ 822,60",Caminhão,Diesel,1800,Mensal,Preço,Não influencia minhas escolhas,Preços,Mais segurança nos postos de abastecimento,Bom,Controle de abastecimentos,Quinzenal,Maior facilidade de uso
João Pedro Lima,55,Masculino Cisgênero,Amarelo(a),Sim,Casado(a),Ensino Superior Completo,Uberlândia,MG,"R$ 8.231,77","R$ 1.399,40",Caminhonete,Diesel,3881,Semanal,Preço,Fator de decisão,Combustível com qualidade,Mais segurança nos postos de abastecimento,Bom,Controle de abastecimentos,Quinzenal,Maior facilidade de uso
Mariane da Costa,31,Feminino Cisgênero,Branco(a),Não,Casado(a),Ensino Médio Completo,Recife,PE,"R$ 3.159,11","R$ 868,76",Caminhão,Diesel,2003,Diária,Localização,Fator de decisão,Preços,Mais segurança nos postos de abastecimento,Excelente,Controle de abastecimentos,Mensal,Maior facilidade de uso
Alana Caldeira,47,Feminino Cisgênero,Preto(a),Não,Viúvo(a),Pós-graduação,Rio de Janeiro,RJ,"R$ 5.818,18","R$ 1.105,45",Ônibus,Diesel,2845,Mensal,Serviços adicionais,Influencia minhas escolhas,Serviços adicionais,Mais segurança nos postos de abastecimento,Muito Bom,Controle de abastecimentos,Diária,Maior facilidade de uso
Danilo Santos,50,Masculino Cisgênero,Preto(a),Não,Casado(a),Pós-graduação,Santos,SP,"R$ 7.545,86","R$ 1.320,53",Caminhão,Diesel,4352,Semanal,Preço,Não influencia minhas escolhas,Serviços adicionais,Mais segurança nos postos de abastecimento,Bom,Controle de abastecimentos,Quinzenal,Maior facilidade de uso
João Gabriel Alves,31,Masculino Cisgênero,Preto(a),Sim,Viúvo(a),Ensino Superior Completo,Rio de Janeiro,RJ,"R$ 6.876,80","R$ 1.237,82",Moto,Gasolina,2394,Diária,Combustível com qualidade,Fator de decisão,Combustível com qualidade,Mais vantagens com o programa de fidelidade,Regular,Controle de abastecimentos,Mensal,Maior facilidade de uso
Elisa Ramos,78,Feminino Cisgênero,Preto(a),Não,Divorciado(a),Ensino Médio Completo,Franca,SP,"R$ 3.611,33","R$ 993,12",Caminhão,Diesel,309,Diária,Preço,Não influencia minhas escolhas,Localização,Mais vantagens com o programa de fidelidade,Regular,Controle de abastecimentos,Diária,Maior facilidade de uso
João Felipe Pinto,72,Masculino Cisgênero,Preto(a),Não,Divorciado(a),Ensino Médio Completo,Palmas,TO,"R$ 3.815,28","R$ 1.049,20",Ônibus,Diesel,3456,Semanal,Preço,Fator de decisão,Serviços adicionais,Mais vantagens com o programa de fidelidade,Regular,Controle de abastecimentos,Semanal,Maior facilidade de uso
Pedro Rocha,22,Masculino Cisgênero,Preto(a),Sim,Divorciado(a),Pós-graduação,São João de Meriti,RJ,"R$ 9.524,61","R$ 1.619,18",Caminhonete,Diesel,1429,Semanal,Serviços adicionais,Influencia minhas escolhas,Combustível com qualidade,Mais vantagens com o programa de fidelidade,Ruim,Controle de abastecimentos,Diária,Maior facilidade de uso
Renan Lima,79,Masculino Cisgênero,Preto(a),Não,Casado(a),Ensino Superior Completo,Campinas,SP,"R$ 8.013,03","R$ 1.402,28",Moto,Gasolina,915,Diária,Localização,Influencia minhas escolhas,Combustível com qualidade,Mais vantagens com o programa de fidelidade,Regular,Controle de abastecimentos,Mensal,Maior facilidade de uso
Emilly da Conceição,55,Feminino Cisgênero,Preto(a),Não,Viúvo(a),Ensino Superior Completo,Goiânia,GO,"R$ 9.257,14","R$ 1.573,71",Carro,Álcool,3954,Eventual,Combustível com qualidade,Não considero relevante,Combustível com qualidade,Mais vantagens com o programa de fidelidade,Regular,Controle de abastecimentos,Diária,Maior facilidade de uso
Cauã Dias,75,Masculino Cisgênero,Preto(a),Não,Casado(a),Ensino Superior Incompleto,São Luís,CE,"R$ 5.540,54","R$ 1.052,70",Ônibus,Diesel,2305,Eventual,Combustível com qualidade,Não considero relevante,Combustível com qualidade,Mais vantagens com o programa de fidelidade,Excelente,Controle de abastecimentos,Semanal,Maior facilidade de uso
