1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
Helena Cardoso,Feminino,67,Porto do Norte,AC,Viúvo(a),Ensino Médio Completo,"R$ 4.171,06",Moto,Gasolina,3737,Ofertas mais atraentes,Limpeza e organização,Qualidade do combustível,Mais opções de pagamento,"Importante, mas não influencia minha escolha",Semanalmente,Formas de Pagamento,Diariamente,Vantagens,Ruim
Lavínia Azevedo,Feminino,40,Lopes de Moura,RS,Solteiro(a),Pós-graduação,"R$ 2.467,67",Carro,Gasolina,23,Mais funcionalidades,Limpeza e organização,Localização,Mais opções de pagamento,Extremamente importante e só escolho postos que levam isso a sério,Mensalmente,Preço,Mensalmente,Indicação,Ruim
Giovanna Rodrigues,Feminino,49,Silva do Amparo,RR,Viúvo(a),Ensino Médio Completo,"R$ 2.501,88",Carro,GNV,2124,Maior facilidade de uso,Atendimento ao cliente,Localização,Programa de fidelidade,Não considero importante,Raramente,Formas de Pagamento,Mensalmente,Indicação,Ótimo
João Lucas Monteiro,Feminino,21,Vieira,RN,Casado(a),Ensino Superior Incompleto,"R$ 6.402,51",Caminhão,Diesel,3118,Mais funcionalidades,Limpeza e organização,Qualidade do combustível,Mais opções de pagamento,Não considero importante,Mensalmente,Localização,Mensalmente,Vantagens,Bom
Manuela da Paz,Feminino,56,Barbosa de Novaes,RR,Viúvo(a),Pós-graduação,"R$ 6.753,84",Carro,Gasolina,4070,Ofertas mais atraentes,Limpeza e organização,Preço,Melhorias no ambiente de loja de conveniência,Extremamente importante e só escolho postos que levam isso a sério,Semanalmente,Formas de Pagamento,Mensalmente,Ambiental,Ruim
Calebe Lima,Feminino,74,Moura Verde,RR,Casado(a),Ensino Superior Completo,"R$ 2.012,94",Carro,Álcool,3535,Ofertas mais atraentes,Atendimento ao cliente,Preço,Melhorias no ambiente de loja de conveniência,Importante e influencia minha escolha,Diariamente,Qualidade Combustível,Diariamente,Economia,Ótimo
Vicente Jesus,Feminino,31,Castro,PI,Casado(a),Ensino Superior Completo,"R$ 3.923,51",Moto,Gasolina,4633,Ofertas mais atraentes,Combustível de qualidade,Preço,Postos mais modernos,Não considero importante,Raramente,Preço,Mensalmente,Indicação,Excelente
Luiz Henrique Barbosa,Feminino,33,Barros da Prata,PB,Solteiro(a),Ensino Médio Incompleto,"R$ 2.720,53",Carro,Álcool,1341,Ofertas mais atraentes,Limpeza e organização,Preço,Postos mais modernos,Não considero importante,Diariamente,Formas de Pagamento,Raramente,Facilidade,Bom
Dr. Anthony Aragão,Feminino,32,da Mota de Freitas,ES,Viúvo(a),Ensino Superior Incompleto,"R$ 4.314,26",Caminhão,Diesel,1331,Maior facilidade de uso,Segurança,Preço,Melhorias no ambiente de loja de conveniência,Extremamente importante e só escolho postos que levam isso a sério,Raramente,Promoções e Descontos,Semanalmente,Indicação,Excelente
Lara Rodrigues,Feminino,49,Nascimento Verde,SP,Casado(a),Ensino Superior Incompleto,"R$ 4.185,32",Moto,Gasolina,581,Maior facilidade de uso,Atendimento ao cliente,Localização,Mais opções de pagamento,"Importante, mas não influencia minha escolha",Diariamente,Qualidade Combustível,Diariamente,Indicação,Excelente
Dr. Lorenzo Costa,Feminino,63,Melo de Minas,DF,Viúvo(a),Ensino Superior Completo,"R$ 9.233,34",Camionete,Diesel,3838,Maior facilidade de uso,Atendimento ao cliente,Serviços adicionais,Postos mais modernos,Extremamente importante e só escolho postos que levam isso a sério,Diariamente,Localização,Mensalmente,Facilidade,Bom
João Guilherme das Neves,Feminino,29,Ramos do Campo,TO,Solteiro(a),Pós-graduação,"R$ 7.996,78",Ônibus,Diesel,497,Ofertas mais atraentes,Atendimento ao cliente,Localização,Postos mais modernos,"Importante, mas não influencia minha escolha",Semanalmente,Serviços Oferecidos,Diariamente,Ambiental,Excelente
Heitor Martins,Masculino,28,Rocha de Pinto,CE,Casado(a),Ensino Superior Completo,"R$ 5.838,25",Moto,Gasolina,4687,Ofertas mais atraentes,Combustível de qualidade,Serviços adicionais,Postos mais modernos,Importante e influencia minha escolha,Semanalmente,Serviços Oferecidos,Semanalmente,Facilidade,Ruim
Gustavo Henrique Barros,Feminino,62,da Mota de Rezende,SP,Divorciado(a),Ensino Superior Completo,"R$ 3.401,49",Moto,Gasolina,3100,Design do aplicativo,Segurança,Serviços adicionais,Programa de fidelidade,Não considero importante,Diariamente,Promoções e Descontos,Diariamente,Facilidade,Bom
Juan Almeida,Masculino,18,das Neves do Amparo,RJ,Casado(a),Ensino Médio Incompleto,"R$ 5.740,93",Ônibus,Diesel,2259,Ofertas mais atraentes,Combustível de qualidade,Preço,Programa de fidelidade,"Importante, mas não influencia minha escolha",Semanalmente,Preço,Diariamente,Indicação,Ótimo
Maria Cecília Pereira,Masculino,62,Novaes,RR,Viúvo(a),Ensino Superior Completo,"R$ 3.508,29",Carro,Gasolina,4688,Design do aplicativo,Segurança,Preço,Postos mais modernos,Não considero importante,Diariamente,Qualidade Combustível,Raramente,Ambiental,Ótimo
Dr. Igor da Rosa,Feminino,54,Gonçalves do Galho,PR,Divorciado(a),Ensino Superior Completo,"R$ 3.697,53",Ônibus,Diesel,3299,Maior facilidade de uso,Segurança,Qualidade do combustível,Postos mais modernos,"Importante, mas não influencia minha escolha",Semanalmente,Formas de Pagamento,Mensalmente,Indicação,Bom
Dr. Pedro Henrique da Paz,Masculino,66,da Rosa,MG,Viúvo(a),Ensino Superior Incompleto,"R$ 8.329,66",Ônibus,Diesel,2428,Mais funcionalidades,Atendimento ao cliente,Serviços adicionais,Postos mais modernos,Não considero importante,Semanalmente,Qualidade Combustível,Mensalmente,Vantagens,Ótimo
Sr. Luiz Miguel Santos,Feminino,27,Ramos do Norte,AM,Solteiro(a),Pós-graduação,"R$ 3.613,33",Ônibus,Diesel,350,Maior facilidade de uso,Atendimento ao cliente,Serviços adicionais,Postos mais modernos,Importante e influencia minha escolha,Semanalmente,Qualidade Combustível,Semanalmente,Ambiental,Ruim
Clara da Luz,Masculino,65,Rodrigues de Nogueira,RJ,Casado(a),Ensino Superior Incompleto,"R$ 3.164,00",Carro,Gasolina,853,Ofertas mais atraentes,Segurança,Localização,Postos mais modernos,Importante e influencia minha escolha,Mensalmente,Serviços Oferecidos,Semanalmente,Economia,Excelente
Esther Vieira,Masculino,78,da Paz,SC,Casado(a),Ensino Superior Incompleto,"R$ 3.116,77",Carro,GNV,36,Ofertas mais atraentes,Atendimento ao cliente,Serviços adicionais,Postos mais modernos,"Importante, mas não influencia minha escolha",Semanalmente,Formas de Pagamento,Semanalmente,Indicação,Ótimo
Davi da Luz,Masculino,31,Silva,AP,Casado(a),Ensino Superior Completo,"R$ 9.258,01",Moto,Gasolina,1206,Maior facilidade de uso,Segurança,Preço,Melhorias no ambiente de loja de conveniência,Extremamente importante e só escolho postos que levam isso a sério,Mensalmente,Qualidade Combustível,Semanalmente,Indicação,Ótimo
Leonardo da Rosa,Masculino,33,Oliveira,RJ,Casado(a),Ensino Médio Incompleto,"R$ 2.950,66",Moto,Gasolina,4184,Ofertas mais atraentes,Segurança,Preço,Melhorias no ambiente de loja de conveniência,"Importante, mas não influencia minha escolha",Mensalmente,Qualidade Combustível,Semanalmente,Vantagens,Ótimo
Carlos Eduardo Gonçalves,Masculino,20,Nogueira de Mendes,AL,Casado(a),Ensino Superior Incompleto,"R$ 5.606,76",Caminhão,Diesel,261,Design do aplicativo,Atendimento ao cliente,Localização,Postos mais modernos,Não considero importante,Raramente,Serviços Oferecidos,Raramente,Ambiental,Excelente
Pietra Ribeiro,Masculino,26,da Cunha do Oeste,GO,Viúvo(a),Ensino Médio Completo,"R$ 3.723,51",Carro,Álcool,2542,Maior facilidade de uso,Limpeza e organização,Serviços adicionais,Programa de fidelidade,Importante e influencia minha escolha,Mensalmente,Localização,Mensalmente,Indicação,Excelente
Luigi Ferreira,Feminino,74,da Cruz,RN,Viúvo(a),Ensino Superior Incompleto,"R$ 6.507,78",Caminhão,Diesel,3185,Maior facilidade de uso,Limpeza e organização,Serviços adicionais,Postos mais modernos,Importante e influencia minha escolha,Raramente,Localização,Mensalmente,Facilidade,Ruim
Thiago Rezende,Feminino,48,Castro,BA,Divorciado(a),Ensino Médio Incompleto,"R$ 5.922,43",Ônibus,Diesel,2825,Mais funcionalidades,Segurança,Qualidade do combustível,Programa de fidelidade,Extremamente importante e só escolho postos que levam isso a sério,Semanalmente,Formas de Pagamento,Semanalmente,Facilidade,Bom
Maria Clara Peixoto,Feminino,50,da Rosa,GO,Viúvo(a),Ensino Médio Completo,"R$ 2.534,98",Camionete,Diesel,2615,Maior facilidade de uso,Atendimento ao cliente,Localização,Programa de fidelidade,Importante e influencia minha escolha,Diariamente,Localização,Raramente,Ambiental,Ótimo
Dra. Alícia Melo,Masculino,73,da Luz,DF,Viúvo(a),Ensino Superior Incompleto,"R$ 2.189,62",Moto,Gasolina,802,Maior facilidade de uso,Combustível de qualidade,Localização,Programa de fidelidade,"Importante, mas não influencia minha escolha",Semanalmente,Promoções e Descontos,Raramente,Vantagens,Ruim
Dr. Cauê Castro,Masculino,68,Vieira do Amparo,AL,Casado(a),Ensino Superior Incompleto,"R$ 8.914,46",Ônibus,Diesel,4952,Mais funcionalidades,Combustível de qualidade,Preço,Postos mais modernos,"Importante, mas não influencia minha escolha",Raramente,Formas de Pagamento,Diariamente,Economia,Ótimo
Pedro da Cruz,Masculino,68,Gonçalves Verde,PB,Divorciado(a),Pós-graduação,"R$ 6.902,39",Caminhão,Diesel,3921,Mais funcionalidades,Atendimento ao cliente,Preço,Mais opções de pagamento,Importante e influencia minha escolha,Semanalmente,Serviços Oferecidos,Mensalmente,Ambiental,Excelente
Felipe Barbosa,Masculino,51,Silva,PE,Viúvo(a),Ensino Superior Incompleto,"R$ 8.563,51",Ônibus,Diesel,901,Ofertas mais atraentes,Atendimento ao cliente,Localização,Programa de fidelidade,"Importante, mas não influencia minha escolha",Semanalmente,Qualidade Combustível,Diariamente,Vantagens,Bom
Raul Cardoso,Masculino,75,Jesus de Rezende,MA,Divorciado(a),Ensino Médio Completo,"R$ 4.888,00",Carro,GNV,844,Maior facilidade de uso,Atendimento ao cliente,Qualidade do combustível,Mais opções de pagamento,Não considero importante,Raramente,Serviços Oferecidos,Diariamente,Indicação,Ótimo
Brenda Nogueira,Masculino,27,Almeida Paulista,PB,Divorciado(a),Ensino Superior Completo,"R$ 5.624,53",Carro,Gasolina,3173,Design do aplicativo,Limpeza e organização,Serviços adicionais,Melhorias no ambiente de loja de conveniência,Não considero importante,Mensalmente,Localização,Mensalmente,Vantagens,Ruim
Srta. Maria Eduarda Araújo,Masculino,27,Nogueira da Mata,RJ,Casado(a),Pós-graduação,"R$ 5.150,91",Carro,Álcool,1872,Ofertas mais atraentes,Combustível de qualidade,Serviços adicionais,Programa de fidelidade,"Importante, mas não influencia minha escolha",Mensalmente,Promoções e Descontos,Mensalmente,Ambiental,Excelente
Dr. Levi Vieira,Masculino,79,Duarte de da Paz,RS,Viúvo(a),Pós-graduação,"R$ 4.217,20",Caminhão,Diesel,449,Maior facilidade de uso,Combustível de qualidade,Serviços adicionais,Postos mais modernos,Não considero importante,Semanalmente,Formas de Pagamento,Semanalmente,Indicação,Ótimo
Luiza Gonçalves,Masculino,45,Oliveira de Minas,RO,Divorciado(a),Ensino Médio Incompleto,"R$ 9.621,11",Carro,Álcool,4140,Design do aplicativo,Segurança,Serviços adicionais,Postos mais modernos,"Importante, mas não influencia minha escolha",Mensalmente,Serviços Oferecidos,Raramente,Vantagens,Ruim
Emanuel Gomes,Masculino,68,Novaes da Praia,PE,Viúvo(a),Ensino Superior Completo,"R$ 4.764,54",Caminhão,Diesel,1045,Ofertas mais atraentes,Limpeza e organização,Qualidade do combustível,Programa de fidelidade,Extremamente importante e só escolho postos que levam isso a sério,Raramente,Promoções e Descontos,Diariamente,Vantagens,Excelente
Luna Monteiro,Masculino,67,da Mata das Pedras,PA,Viúvo(a),Ensino Médio Incompleto,"R$ 4.781,93",Camionete,Diesel,174,Mais funcionalidades,Atendimento ao cliente,Localização,Melhorias no ambiente de loja de conveniência,Não considero importante,Raramente,Serviços Oferecidos,Diariamente,Vantagens,Excelente
Sra. Alícia Viana,Feminino,26,Rodrigues Alegre,AM,Viúvo(a),Pós-graduação,"R$ 4.398,54",Ônibus,Diesel,1796,Design do aplicativo,Combustível de qualidade,Serviços adicionais,Mais opções de pagamento,Importante e influencia minha escolha,Semanalmente,Localização,Diariamente,Indicação,Excelente
Dr. Enzo Gabriel Santos,Masculino,72,da Rocha,MG,Viúvo(a),Pós-graduação,"R$ 2.914,37",Moto,Gasolina,2062,Ofertas mais atraentes,Segurança,Serviços adicionais,Melhorias no ambiente de loja de conveniência,Não considero importante,Raramente,Preço,Mensalmente,Vantagens,Ótimo
Davi Almeida,Feminino,68,Araújo do Campo,PI,Viúvo(a),Ensino Superior Completo,"R$ 8.398,76",Ônibus,Diesel,4076,Ofertas mais atraentes,Atendimento ao cliente,Localização,Programa de fidelidade,"Importante, mas não influencia minha escolha",Raramente,Preço,Raramente,Vantagens,Bom
Fernanda Mendes,Feminino,51,da Cunha,CE,Casado(a),Ensino Médio Completo,"R$ 6.679,12",Camionete,Diesel,2710,Design do aplicativo,Atendimento ao cliente,Qualidade do combustível,Melhorias no ambiente de loja de conveniência,"Importante, mas não influencia minha escolha",Semanalmente,Promoções e Descontos,Diariamente,Ambiental,Bom
Nicolas Gomes,Feminino,60,Nunes de Viana,MS,Solteiro(a),Pós-graduação,"R$ 6.564,72",Moto,Gasolina,2637,Mais funcionalidades,Limpeza e organização,Qualidade do combustível,Postos mais modernos,Extremamente importante e só escolho postos que levam isso a sério,Mensalmente,Formas de Pagamento,Diariamente,Economia,Ótimo
André da Cruz,Masculino,20,Fernandes,SP,Casado(a),Ensino Médio Completo,"R$ 5.904,78",Moto,Gasolina,793,Ofertas mais atraentes,Limpeza e organização,Serviços adicionais,Programa de fidelidade,Não considero importante,Semanalmente,Localização,Semanalmente,Economia,Ruim
Renan Ramos,Feminino,73,Fogaça de Moreira,RR,Solteiro(a),Ensino Médio Completo,"R$ 5.033,07",Carro,Álcool,120,Design do aplicativo,Segurança,Localização,Programa de fidelidade,Importante e influencia minha escolha,Semanalmente,Formas de Pagamento,Raramente,Indicação,Bom
Clarice Barbosa,Masculino,47,Cunha de Minas,MG,Solteiro(a),Ensino Superior Completo,"R$ 1.749,63",Moto,Gasolina,468,Design do aplicativo,Limpeza e organização,Localização,Programa de fidelidade,Importante e influencia minha escolha,Diariamente,Qualidade Combustível,Raramente,Economia,Bom
Eloah Rocha,Feminino,43,Costa,TO,Solteiro(a),Pós-graduação,"R$ 2.958,63",Ônibus,Diesel,4149,Ofertas mais atraentes,Combustível de qualidade,Serviços adicionais,Mais opções de pagamento,Extremamente importante e só escolho postos que levam isso a sério,Raramente,Localização,Raramente,Facilidade,Excelente
Juliana das Neves,Feminino,63,Souza de Martins,BA,Casado(a),Ensino Médio Completo,"R$ 9.086,73",Carro,Álcool,2578,Maior facilidade de uso,Atendimento ao cliente,Serviços adicionais,Programa de fidelidade,Extremamente importante e só escolho postos que levam isso a sério,Raramente,Qualidade Combustível,Diariamente,Economia,Ótimo
Isadora Cardoso,Feminino,23,Moura do Campo,CE,Solteiro(a),Ensino Superior Completo,"R$ 8.292,25",Ônibus,Diesel,2744,Ofertas mais atraentes,Combustível de qualidade,Localização,Postos mais modernos,"Importante, mas não influencia minha escolha",Mensalmente,Serviços Oferecidos,Diariamente,Economia,Ótimo
Daniela Moreira,Masculino,61,da Luz,PR,Divorciado(a),Ensino Médio Incompleto,"R$ 3.979,05",Camionete,Diesel,3363,Ofertas mais atraentes,Limpeza e organização,Preço,Programa de fidelidade,Importante e influencia minha escolha,Mensalmente,Formas de Pagamento,Diariamente,Economia,Excelente
Isadora Carvalho,Masculino,65,Martins,TO,Solteiro(a),Ensino Superior Completo,"R$ 7.799,55",Ônibus,Diesel,4026,Maior facilidade de uso,Atendimento ao cliente,Qualidade do combustível,Programa de fidelidade,Extremamente importante e só escolho postos que levam isso a sério,Semanalmente,Localização,Diariamente,Facilidade,Excelente
Eloah Ribeiro,Feminino,21,Novaes do Campo,MG,Viúvo(a),Ensino Superior Incompleto,"R$ 4.778,56",Moto,Gasolina,2216,Maior facilidade de uso,Atendimento ao cliente,Preço,Programa de fidelidade,"Importante, mas não influencia minha escolha",Mensalmente,Qualidade Combustível,Diariamente,Indicação,Bom
Alícia Barbosa,Masculino,79,Aragão,MS,Solteiro(a),Pós-graduação,"R$ 4.866,93",Moto,Gasolina,2286,Maior facilidade de uso,Combustível de qualidade,Localização,Mais opções de pagamento,"Importante, mas não influencia minha escolha",Mensalmente,Localização,Diariamente,Ambiental,Ruim
Maria Luiza Araújo,Masculino,46,Dias,RO,Casado(a),Pós-graduação,"R$ 6.367,30",Moto,Gasolina,3360,Design do aplicativo,Combustível de qualidade,Serviços adicionais,Mais opções de pagamento,Não considero importante,Semanalmente,Qualidade Combustível,Mensalmente,Economia,Excelente
Srta. Luna Pinto,Masculino,59,Almeida,PA,Solteiro(a),Ensino Médio Completo,"R$ 6.544,20",Carro,Gasolina,641,Ofertas mais atraentes,Limpeza e organização,Qualidade do combustível,Postos mais modernos,"Importante, mas não influencia minha escolha",Diariamente,Promoções e Descontos,Mensalmente,Economia,Excelente
Mirella Cavalcanti,Feminino,71,Moraes da Serra,MG,Viúvo(a),Ensino Médio Incompleto,"R$ 6.585,14",Carro,GNV,1936,Maior facilidade de uso,Limpeza e organização,Serviços adicionais,Postos mais modernos,"Importante, mas não influencia minha escolha",Semanalmente,Formas de Pagamento,Diariamente,Facilidade,Ruim
Marcelo Cardoso,Feminino,67,Barbosa das Pedras,RN,Divorciado(a),Ensino Superior Incompleto,"R$ 7.697,87",Moto,Gasolina,1191,Maior facilidade de uso,Combustível de qualidade,Qualidade do combustível,Melhorias no ambiente de loja de conveniência,Importante e influencia minha escolha,Diariamente,Preço,Diariamente,Indicação,Ótimo
