"pessoa
nome","pessoa
idade","pessoa
genero","pessoa
etinia","pessoa
pcd","pessoa
estado civil","pessoa
escolaridade","pessoa
cidade","pessoa
estado ","pessoa
renda","veiculo
tipo","veiculo
combustivel","veiculo
km_mes","veiculo
abastecimento"
Natália Castro,40,Feminino Cisgênero,Pardo(a),Não,Solteiro(a),Ensino Médio Completo,Manaus,AM,"R$ 1.931,89",Ônibus,Diesel,1211,Mensal
Natália Costa,26,Feminino Cisgênero,Pardo(a),Não,Viúvo(a),Ensino Superior Incompleto,Caxias do Sul,RS,"R$ 3.330,80",Carro,Gasolina,2006,Diária
Natália das Neves,41,Feminino Cisgênero,Pardo(a),Não,Divorciado(a),Ensino Médio Completo,Taubaté ,SP,"R$ 5.835,73",Carro,Gasolina,499,Quinzenal
Natália Fogaça,75,Feminino Cisgênero,Branco(a),Não,Divorciado(a),Ensino Básico Incompleto,São José do Rio Preto,SP,"R$ 1.400,04",Caminhão,Diesel,2025,Diária
Natália Moraes,77,Feminino Cisgênero,Pardo(a),Sim,Divorciado(a),Ensino Superior Completo,Rio de Janeiro,RJ,"R$ 8.893,23",Ônibus,Diesel,2847,Quinzenal
Natália Pires,36,Feminino Cisgênero,Indígena,Não,Divorciado(a),Ensino Superior Completo,Londrina,PR,"R$ 3.741,46",Moto,Gasolina,4115,Semanal
Natália Silva,40,Feminino Cisgênero,Pardo(a),Não,Casado(a),Ensino Superior Completo,Rio de Janeiro,RJ,"R$ 8.375,77",Ônibus,Diesel,3000,Mensal
Natália Viana,25,Feminino Cisgênero,Pardo(a),Sim,Solteiro(a),Ensino Médio Incompleto,Florianópolis,SC,"R$ 4.024,38",Carro,GNV,2841,Quinzenal
Nathan Cardoso,67,Feminino Cisgênero,Preto(a),Sim,Solteiro(a),Ensino Superior Incompleto,Duque de Caxias,RJ,"R$ 4.952,59",Caminhão,Diesel,3838,Quinzenal
Nathan Jesus,60,Feminino Cisgênero,Indígena,Não,Casado(a),Ensino Médio Completo,Uberlândia,MG,"R$ 7.299,44",Caminhão,Diesel,2648,Diária
Nathan Monteiro,34,Feminino Transgênero,Preto(a),Não,Viúvo(a),Ensino Básico Incompleto,Rio de Janeiro,AL,"R$ 2.637,70",Carro,GNV,774,Diária
Nathan Pereira,25,Feminino Cisgênero,Branco(a),Não,Solteiro(a),Ensino Básico Completo,Recife,PE,"R$ 2.108,61",Ônibus,Diesel,2484,Quinzenal
Nicolas Almeida,65,Masculino Cisgênero,Indígena,Não,Viúvo(a),Pós-graduação,São José do Rio Preto,SP,"R$ 9.944,91",Moto,Gasolina,865,Mensal
Nicolas Araújo,18,Masculino Cisgênero,Pardo(a),Não,Divorciado(a),Ensino Básico Completo,Santarém ,PA,"R$ 1.778,65",Carro,GNV,4566,Quinzenal
Nicolas Gomes,60,Masculino Cisgênero,Amarelo(a),Sim,Solteiro(a),Pós-graduação,Rio de Janeiro,RJ,"R$ 6.564,72",Moto,Gasolina,2637,Mensal
Nicolas Rodrigues,53,Masculino Cisgênero,Indígena,Não,Viúvo(a),Ensino Superior Incompleto,Contagem,MG,"R$ 6.797,56",Moto,Gasolina,664,Diária
Nicolas Santos,30,Masculino Cisgênero,Pardo(a),Não,Solteiro(a),Ensino Médio Incompleto,Manaus,AM,"R$ 1.633,58",Caminhão,Diesel,719,Diária
Nicole Farias,51,Feminino Cisgênero,Preto(a),Sim,Casado(a),Pós-graduação,Florianópolis,SC,"R$ 8.613,40",Caminhão,Diesel,1312,Semanal
Nicole Fernandes,53,Feminino Cisgênero,Pardo(a),Não,Casado(a),Pós-graduação,Rio de Janeiro,RJ,"R$ 9.319,04",Caminhão,Diesel,34,Quinzenal
Nicole Lima,27,Feminino Transgênero,Pardo(a),Sim,Solteiro(a),Pós-graduação,Recife,PE,"R$ 9.907,69",Caminhonete,Diesel,2098,Semanal
Nicole Monteiro,50,Feminino Cisgênero,Branco(a),Não,Viúvo(a),Pós-graduação,Maceió,AL,"R$ 9.134,11",Caminhão,Diesel,284,Mensal
Nina Cavalcanti,31,Feminino Cisgênero,Branco(a),Não,Divorciado(a),Ensino Superior Incompleto,Recife,PE,"R$ 9.828,38",Carro,GNV,3925,Eventual
Nina Nogueira,18,Feminino Cisgênero,Branco(a),Não,Divorciado(a),Ensino Médio Completo,Rio de Janeiro,RJ,"R$ 8.644,70",Ônibus,Diesel,4011,Semanal
Nina Rocha,27,Feminino Cisgênero,Pardo(a),Não,Solteiro(a),Ensino Básico Completo,Porto Velho,RO,"R$ 1.456,95",Moto,Gasolina,1000,Semanal
Noah Aragão,34,Masculino Cisgênero,Preto(a),Não,Divorciado(a),Ensino Superior Completo,Fortaleza,CE,"R$ 6.386,67",Moto,Gasolina,3268,Semanal
Noah da Rocha,35,Outros,Branco(a),Não,Casado(a),Ensino Médio Incompleto,Rio de Janeiro,RJ,"R$ 8.607,03",Caminhonete,Diesel,1320,Semanal
Noah Freitas,24,Masculino Cisgênero,Preto(a),Sim,Solteiro(a),Ensino Médio Completo,São Luís,CE,"R$ 4.292,25",Carro,GNV,1125,Mensal
Olivia Barros,48,Feminino Cisgênero,Indígena,Sim,Solteiro(a),Pós-graduação,Rio de Janeiro,RJ,"R$ 8.816,09",Caminhão,Diesel,4723,Semanal
Olivia Campos,77,Feminino Cisgênero,Branco(a),Não,Viúvo(a),Ensino Médio Incompleto,Porto Velho,RO,"R$ 5.181,67",Carro,Gasolina,3106,Mensal
Olivia da Rosa,56,Feminino Cisgênero,Pardo(a),Sim,Viúvo(a),Ensino Superior Completo,Caruaru,PE,"R$ 9.510,96",Ônibus,Diesel,4766,Quinzenal
Olivia das Neves,34,Feminino Cisgênero,Indígena,Não,Viúvo(a),Ensino Médio Completo,Santos,SP,"R$ 3.150,85",Carro,Gasolina,1172,Diária
Olivia Moreira,46,Feminino Cisgênero,Branco(a),Não,Solteiro(a),Ensino Superior Completo,Pelotas,RS,"R$ 2.061,46",Caminhão,Diesel,3664,Quinzenal
Olivia Peixoto,43,Feminino Cisgênero,Branco(a),Não,Casado(a),Ensino Médio Incompleto,Rio de Janeiro,RJ,"R$ 2.694,44",Caminhão,Diesel,1701,Mensal
Otávio da Rocha,79,Masculino Cisgênero,Indígena,Sim,Viúvo(a),Ensino Médio Incompleto,São José do Rio Preto,SP,"R$ 9.768,54",Ônibus,Diesel,1510,Semanal
Otávio das Neves,19,Masculino Cisgênero,Branco(a),Não,Solteiro(a),Ensino Superior Incompleto,Santa Maria,MS,"R$ 4.545,36",Moto,Gasolina,2886,Diária
Otávio Nunes,60,Masculino Cisgênero,Indígena,Não,Viúvo(a),Ensino Médio Completo,Minas Gerais,MG,"R$ 9.272,53",Ônibus,Diesel,410,Mensal
Otávio Rodrigues,71,Masculino Cisgênero,Branco(a),Não,Casado(a),Pós-graduação,Caxias do Sul,RS,"R$ 4.394,14",Caminhonete,Diesel,2972,Mensal
Paulo Cardoso,74,Masculino Cisgênero,Amarelo(a),Não,Divorciado(a),Ensino Superior Incompleto,Fortaleza,CE,"R$ 9.637,32",Ônibus,Diesel,4275,Diária
Paulo Correia,75,Masculino Cisgênero,Indígena,Sim,Divorciado(a),Ensino Superior Incompleto,Londrina,PR,"R$ 8.279,74",Carro,Álcool,986,Semanal
Paulo Mendes,31,Masculino Cisgênero,Indígena,Não,Solteiro(a),Ensino Superior Incompleto,Goiânia,GO,"R$ 5.657,22",Caminhão,Diesel,4273,Diária
Pedro Alves,48,Masculino Cisgênero,Pardo(a),Não,Solteiro(a),Ensino Médio Completo,Caruaru,PE,"R$ 2.623,26",Carro,GNV,2844,Mensal
Pedro Azevedo,30,Masculino Cisgênero,Branco(a),Não,Divorciado(a),Ensino Médio Incompleto,Rio de Janeiro,RJ,"R$ 2.722,53",Moto,Gasolina,2173,Diária
Pedro Barros,55,Masculino Cisgênero,Preto(a),Não,Divorciado(a),Pós-graduação,Campo Grande,MS,"R$ 8.522,47",Ônibus,Diesel,740,Mensal
Pedro da Cruz,68,Masculino Cisgênero,Preto(a),Não,Divorciado(a),Pós-graduação,Fortaleza,CE,"R$ 6.902,39",Caminhão,Diesel,3921,Semanal
Pedro Dias,76,Masculino Cisgênero,Pardo(a),Não,Solteiro(a),Ensino Médio Incompleto,São Paulo,SP,"R$ 7.451,08",Moto,Gasolina,4129,Eventual
Pedro Fogaça,53,Masculino Cisgênero,Amarelo(a),Sim,Viúvo(a),Ensino Superior Incompleto,Curitiba,PR,"R$ 7.383,44",Caminhão,Diesel,1576,Semanal
Pedro Freitas,63,Masculino Cisgênero,Indígena,Não,Divorciado(a),Ensino Médio Completo,Santos,SP,"R$ 9.271,05",Caminhão,Diesel,3246,Mensal
Pedro Henrique Cavalcanti,28,Masculino Cisgênero,Branco(a),Não,Viúvo(a),Ensino Superior Incompleto,Rio Branco ,AC,"R$ 4.109,67",Moto,Gasolina,1328,Mensal
Pedro Henrique da Paz,66,Masculino Cisgênero,Pardo(a),Não,Viúvo(a),Ensino Superior Incompleto,Contagem,MG,"R$ 8.329,66",Ônibus,Diesel,2428,Eventual
Pedro Henrique Pires,24,Masculino Cisgênero,Preto(a),Sim,Casado(a),Ensino Superior Incompleto,Caxias do Sul,RS,"R$ 5.591,75",Caminhão,Diesel,1173,Mensal
Pedro Henrique Santos,65,Masculino Cisgênero,Indígena,Não,Solteiro(a),Ensino Médio Completo,Recife,PE,"R$ 9.006,12",Ônibus,Diesel,563,Diária
Pedro Lucas Cardoso,27,Masculino Cisgênero,Amarelo(a),Não,Solteiro(a),Ensino Superior Completo,Santos,SP,"R$ 3.561,69",Carro,Álcool,4858,Eventual
Pedro Lucas Castro,25,Masculino Cisgênero,Preto(a),Sim,Viúvo(a),Ensino Médio Completo,Rio de Janeiro,RJ,"R$ 3.995,44",Ônibus,Diesel,1140,Diária
Pedro Lucas Cunha,46,Masculino Cisgênero,Preto(a),Não,Solteiro(a),Ensino Médio Completo,São José do Rio Preto,SP,"R$ 5.309,97",Caminhonete,Diesel,1734,Semanal
Pedro Lucas Gonçalves,60,Masculino Cisgênero,Indígena,Sim,Solteiro(a),Ensino Básico Completo,Taubaté ,SP,"R$ 1.426,13",Caminhão,Diesel,4273,Quinzenal
Pedro Miguel Costa,18,Masculino Cisgênero,Pardo(a),Não,Casado(a),Pós-graduação,São Bernardo do Campo,SP,"R$ 5.284,38",Moto,Gasolina,2299,Quinzenal
Pedro Miguel Duarte,44,Masculino Cisgênero,Amarelo(a),Sim,Solteiro(a),Ensino Médio Incompleto,Rio Branco ,AC,"R$ 4.873,45",Ônibus,Diesel,3838,Quinzenal
Pedro Miguel Fernandes,52,Masculino Cisgênero,Amarelo(a),Sim,Divorciado(a),Ensino Básico Completo,Bauru,SP,"R$ 2.110,90",Carro,GNV,4624,Semanal
Pedro Miguel Freitas,70,Masculino Cisgênero,Preto(a),Não,Viúvo(a),Pós-graduação,Pelotas,RS,"R$ 3.605,28",Ônibus,Diesel,1735,Semanal
Pedro Miguel Melo,31,Masculino Cisgênero,Preto(a),Sim,Solteiro(a),Ensino Superior Incompleto,Caruaru,PE,"R$ 8.264,17",Caminhão,Diesel,1179,Semanal
Pedro Miguel Nogueira,76,Masculino Cisgênero,Amarelo(a),Sim,Divorciado(a),Ensino Médio Incompleto,Vitória,ES,"R$ 4.860,97",Caminhão,Diesel,3576,Semanal
Pedro Miguel Peixoto,79,Masculino Cisgênero,Amarelo(a),Não,Divorciado(a),Ensino Médio Incompleto,Goiânia,GO,"R$ 8.728,63",Moto,Gasolina,3223,Diária
Pedro Miguel Ramos,28,Masculino Cisgênero,Indígena,Sim,Divorciado(a),Pós-graduação,Duque de Caxias,RJ,"R$ 6.356,59",Caminhão,Diesel,4961,Mensal
Pedro Nascimento,53,Masculino Cisgênero,Indígena,Sim,Solteiro(a),Ensino Superior Incompleto,Vila Velha,ES,"R$ 3.589,72",Moto,Gasolina,2307,Mensal
Pedro Pereira,61,Masculino Cisgênero,Branco(a),Não,Solteiro(a),Ensino Médio Incompleto,São Luís,CE,"R$ 7.048,72",Moto,Gasolina,2649,Mensal
Pedro Rocha,22,Masculino Cisgênero,Preto(a),Sim,Divorciado(a),Pós-graduação,São João de Meriti,RJ,"R$ 9.524,61",Caminhonete,Diesel,1429,Semanal
Pedro Rosa,25,Masculino Cisgênero,Branco(a),Não,Viúvo(a),Pós-graduação,Vitória,ES,"R$ 3.025,31",Caminhão,Diesel,1397,Semanal
Pietra Campos,66,Feminino Cisgênero,Preto(a),Não,Solteiro(a),Ensino Médio Incompleto,Rio de Janeiro,RJ,"R$ 8.159,92",Moto,Gasolina,4302,Semanal
Pietra da Rosa,35,Feminino Cisgênero,Amarelo(a),Sim,Casado(a),Ensino Médio Incompleto,Rio de Janeiro,RJ,"R$ 8.482,50",Moto,Gasolina,1085,Mensal
Pietra Ribeiro,26,Feminino Cisgênero,Amarelo(a),Não,Viúvo(a),Ensino Médio Completo,Campinas,SP,"R$ 3.723,51",Carro,Álcool,2542,Mensal
Pietro Correia,34,Masculino Cisgênero,Indígena,Não,Solteiro(a),Ensino Superior Completo,Rio de Janeiro,RJ,"R$ 9.607,30",Caminhão,Diesel,1273,Diária
Pietro Costa,33,Outros,Branco(a),Não,Viúvo(a),Ensino Básico Completo,Montes Claros,MG,"R$ 5.020,82",Moto,Gasolina,747,Diária
Pietro Duarte,47,Masculino Cisgênero,Indígena,Sim,Viúvo(a),Pós-graduação,Recife,PE,"R$ 9.370,38",Caminhão,Diesel,2687,Diária
Rafael Campos,52,Masculino Cisgênero,Pardo(a),Não,Solteiro(a),Pós-graduação,São José do Rio Preto,SP,"R$ 6.297,35",Ônibus,Diesel,4447,Semanal
Rafael Cardoso,52,Masculino Cisgênero,Branco(a),Não,Divorciado(a),Ensino Superior Incompleto,Fortaleza,CE,"R$ 5.329,37",Carro,Gasolina,1925,Mensal
Rafael da Luz,21,Masculino Cisgênero,Amarelo(a),Não,Viúvo(a),Ensino Básico Incompleto,Rio de Janeiro,RJ,"R$ 2.395,18",Caminhonete,Diesel,2705,Mensal
Rafael da Mota,37,Masculino Cisgênero,Branco(a),Não,Solteiro(a),Ensino Superior Completo,Santos,SP,"R$ 4.759,53",Moto,Gasolina,3504,Semanal
Rafael Lopes,43,Masculino Cisgênero,Preto(a),Não,Casado(a),Ensino Superior Completo,Piracicaba,SP,"R$ 6.844,78",Carro,Álcool,4257,Quinzenal
Rafael Oliveira,59,Masculino Cisgênero,Indígena,Não,Divorciado(a),Pós-graduação,Belo Horizonte,SC,"R$ 8.276,64",Moto,Gasolina,3001,Diária
Rafael Rezende,37,Masculino Cisgênero,Branco(a),Não,Solteiro(a),Ensino Médio Completo,São José do Rio Preto,SP,"R$ 6.607,55",Moto,Gasolina,4933,Mensal
Rafaela Barros,76,Masculino Cisgênero,Indígena,Sim,Divorciado(a),Pós-graduação,Belo Horizonte,SC,"R$ 5.720,89",Carro,GNV,1513,Diária
Rafaela Carvalho,70,Masculino Cisgênero,Branco(a),Não,Casado(a),Ensino Médio Completo,Minas Gerais,MG,"R$ 2.358,95",Ônibus,Diesel,4079,Mensal
Rafaela Duarte,43,Masculino Cisgênero,Pardo(a),Não,Solteiro(a),Ensino Médio Completo,Manaus,AM,"R$ 9.262,22",Carro,GNV,2458,Semanal
Rafaela Melo,67,Feminino Cisgênero,Branco(a),Não,Solteiro(a),Ensino Superior Incompleto,Santarém ,PA,"R$ 4.815,95",Ônibus,Diesel,1678,Mensal
Rafaela Monteiro,28,Feminino Transgênero,Amarelo(a),Não,Casado(a),Ensino Superior Incompleto,Contagem,MG,"R$ 5.172,75",Moto,Gasolina,2954,Mensal
Raquel Castro,21,Feminino Cisgênero,Preto(a),Não,Solteiro(a),Ensino Superior Completo,Rio de Janeiro,RJ,"R$ 5.002,53",Ônibus,Diesel,950,Mensal
Raquel das Neves,27,Feminino Cisgênero,Pardo(a),Não,Viúvo(a),Ensino Médio Incompleto,São Luís,CE,"R$ 2.670,18",Carro,Álcool,3846,Semanal
Raquel Souza,45,Feminino Cisgênero,Pardo(a),Não,Divorciado(a),Pós-graduação,Porto Velho,RO,"R$ 4.061,19",Caminhão,Diesel,2425,Quinzenal
Raul Barros,38,Masculino Cisgênero,Indígena,Sim,Viúvo(a),Ensino Médio Completo,Taubaté ,SP,"R$ 7.467,54",Carro,Gasolina,2753,Mensal
Raul Cardoso,75,Masculino Cisgênero,Preto(a),Sim,Divorciado(a),Ensino Médio Completo,Montes Claros,MG,"R$ 4.888,00",Carro,GNV,844,Quinzenal
Raul da Mota,31,Masculino Cisgênero,Branco(a),Não,Viúvo(a),Pós-graduação,Maringá,PR,"R$ 2.647,29",Caminhão,Diesel,1759,Diária
Raul Ferreira,27,Outros,Preto(a),Sim,Solteiro(a),Pós-graduação,Porto Velho,RO,"R$ 7.023,25",Caminhão,Diesel,1502,Semanal
Raul Fogaça,74,Masculino Cisgênero,Branco(a),Não,Divorciado(a),Ensino Básico Completo,São José do Rio Preto,SP,"R$ 1.459,07",Caminhão,Diesel,1381,Semanal
Raul Moura,79,Masculino Cisgênero,Pardo(a),Não,Viúvo(a),Ensino Básico Completo,Porto Velho,RO,"R$ 1.585,64",Caminhão,Diesel,2491,Diária
Rebeca Campos,21,Feminino Cisgênero,Indígena,Não,Viúvo(a),Ensino Superior Incompleto,São José do Rio Preto,SP,"R$ 6.593,34",Caminhão,Diesel,1707,Diária
Rebeca Fernandes,31,Feminino Cisgênero,Branco(a),Não,Casado(a),Ensino Médio Incompleto,Maceió,AL,"R$ 7.927,97",Ônibus,Diesel,1240,Mensal
Rebeca Gonçalves,76,Feminino Cisgênero,Branco(a),Não,Divorciado(a),Ensino Básico Completo,São José do Rio Preto,SP,"R$ 2.017,83",Caminhonete,Diesel,204,Mensal
Rebeca Moraes,40,Feminino Cisgênero,Indígena,Não,Solteiro(a),Ensino Superior Completo,Rio de Janeiro,AL,"R$ 7.475,66",Ônibus,Diesel,3206,Mensal
Rebeca Pinto,30,Feminino Transgênero,Preto(a),Não,Solteiro(a),Ensino Superior Incompleto,Londrina,PR,"R$ 4.448,76",Moto,Gasolina,3685,Mensal
Rebeca Rezende,77,Feminino Cisgênero,Pardo(a),Não,Casado(a),Pós-graduação,Nova Iguaçu,RJ,"R$ 2.772,32",Moto,Gasolina,3330,Semanal
Rebeca Silva,28,Feminino Cisgênero,Pardo(a),Não,Viúvo(a),Ensino Superior Incompleto,Contagem,MG,"R$ 5.477,70",Caminhão,Diesel,3465,Semanal
Renan Correia,56,Masculino Cisgênero,Preto(a),Não,Viúvo(a),Ensino Superior Incompleto,Uberlândia,MG,"R$ 8.394,20",Moto,Gasolina,1728,Mensal
Renan Costa,65,Masculino Cisgênero,Pardo(a),Não,Divorciado(a),Ensino Médio Incompleto,Caxias do Sul,RS,"R$ 3.997,18",Ônibus,Diesel,3934,Diária
Renan da Cruz,40,Masculino Cisgênero,Branco(a),Não,Divorciado(a),Ensino Médio Incompleto,Recife,PE,"R$ 5.692,29",Carro,Álcool,1116,Mensal
Renan Lima,79,Masculino Cisgênero,Preto(a),Não,Casado(a),Ensino Superior Completo,Campinas,SP,"R$ 8.013,03",Moto,Gasolina,915,Diária
Renan Moura,34,Masculino Cisgênero,Amarelo(a),Não,Divorciado(a),Ensino Médio Incompleto,Rio de Janeiro,RJ,"R$ 6.002,19",Moto,Gasolina,3590,Diária
Renan Porto,62,Masculino Cisgênero,Branco(a),Não,Divorciado(a),Pós-graduação,Belo Horizonte,SC,"R$ 6.487,19",Caminhão,Diesel,1650,Quinzenal
Renan Ramos,73,Masculino Cisgênero,Indígena,Não,Solteiro(a),Ensino Médio Completo,Belo Horizonte,SC,"R$ 5.033,07",Carro,Álcool,120,Semanal
Renan Rodrigues,48,Masculino Cisgênero,Pardo(a),Não,Casado(a),Pós-graduação,Maceió,AL,"R$ 8.389,73",Ônibus,Diesel,130,Diária
Renan Silva,36,Masculino Transgênero,Preto(a),Não,Viúvo(a),Pós-graduação,Rio de Janeiro,RJ,"R$ 8.485,15",Caminhonete,Diesel,3437,Eventual
Renan Viana,77,Masculino Cisgênero,Preto(a),Sim,Casado(a),Ensino Básico Completo,Recife,PE,"R$ 1.983,07",Ônibus,Diesel,189,Mensal
Rodrigo Alves,79,Masculino Cisgênero,Preto(a),Não,Solteiro(a),Ensino Médio Completo,Campo Grande,MS,"R$ 6.419,22",Caminhão,Diesel,1460,Mensal
Rodrigo da Mota,26,Masculino Cisgênero,Indígena,Sim,Casado(a),Ensino Médio Incompleto,São Bernardo do Campo,SP,"R$ 8.240,84",Carro,GNV,3337,Mensal
Rodrigo das Neves,48,Masculino Cisgênero,Preto(a),Não,Divorciado(a),Ensino Médio Incompleto,Rio de Janeiro,RJ,"R$ 6.187,90",Caminhão,Diesel,70,Semanal
Rodrigo Freitas,67,Masculino Cisgênero,Indígena,Não,Viúvo(a),Ensino Superior Completo,Santarém ,PA,"R$ 5.437,23",Ônibus,Diesel,3581,Semanal
Rodrigo Lima,43,Masculino Cisgênero,Preto(a),Não,Solteiro(a),Pós-graduação,Fortaleza,CE,"R$ 2.852,93",Carro,Gasolina,3706,Mensal
Rodrigo Lopes,52,Masculino Cisgênero,Preto(a),Não,Casado(a),Ensino Básico Incompleto,Maringá,PR,"R$ 2.232,65",Ônibus,Diesel,3441,Mensal
Rodrigo Nunes,58,Masculino Cisgênero,Pardo(a),Não,Viúvo(a),Ensino Médio Completo,Jundiaí,SP,"R$ 3.111,26",Moto,Gasolina,2621,Quinzenal
Ryan Almeida,79,Masculino Cisgênero,Pardo(a),Não,Viúvo(a),Ensino Básico Incompleto,Governador Valadares,MG,"R$ 2.571,04",Caminhão,Diesel,2962,Mensal
Ryan Barbosa,37,Masculino Cisgênero,Preto(a),Sim,Solteiro(a),Ensino Básico Completo,Taubaté ,SP,"R$ 8.050,28",Ônibus,Diesel,4139,Diária
Ryan da Costa,67,Masculino Cisgênero,Indígena,Sim,Divorciado(a),Ensino Médio Completo,Fortaleza,CE,"R$ 7.900,40",Carro,Gasolina,2812,Quinzenal
Ryan da Paz,51,Masculino Cisgênero,Preto(a),Não,Viúvo(a),Pós-graduação,Natal,RN,"R$ 6.463,83",Carro,GNV,2869,Semanal
Ryan Moura,34,Outros,Pardo(a),Não,Solteiro(a),Ensino Superior Completo,Santarém ,PA,"R$ 6.002,37",Moto,Gasolina,1188,Diária
Ryan Pinto,36,Masculino Cisgênero,Pardo(a),Não,Solteiro(a),Ensino Superior Completo,Rio de Janeiro,RJ,"R$ 2.641,66",Ônibus,Diesel,961,Quinzenal
Sabrina da Cruz,27,Feminino Cisgênero,Preto(a),Sim,Solteiro(a),Ensino Médio Incompleto,Campo Grande,MS,"R$ 9.815,60",Caminhão,Diesel,3993,Semanal
Sabrina Monteiro,28,Feminino Cisgênero,Pardo(a),Não,Viúvo(a),Ensino Médio Incompleto,São João de Meriti,RJ,"R$ 2.712,14",Caminhão,Diesel,3330,Diária
Sabrina Moraes,44,Outros,Indígena,Sim,Viúvo(a),Ensino Médio Completo,Bauru,SP,"R$ 7.504,70",Ônibus,Diesel,4948,Mensal
Sabrina Moreira,40,Feminino Transgênero,Pardo(a),Não,Divorciado(a),Ensino Superior Completo,Santos,SP,"R$ 5.702,62",Ônibus,Diesel,1484,Diária
Sabrina Rodrigues,22,Feminino Cisgênero,Pardo(a),Não,Viúvo(a),Ensino Superior Completo,São João de Meriti,RJ,"R$ 3.376,00",Moto,Gasolina,2985,Mensal
Sabrina Sales,31,Feminino Cisgênero,Branco(a),Não,Viúvo(a),Ensino Médio Completo,Campinas,SP,"R$ 8.926,87",Caminhão,Diesel,4561,Semanal
Samuel Campos,61,Masculino Cisgênero,Indígena,Sim,Divorciado(a),Ensino Médio Completo,Campo Grande,MS,"R$ 7.918,73",Ônibus,Diesel,2192,Diária
Samuel Costela,79,Masculino Cisgênero,Preto(a),Não,Casado(a),Ensino Superior Incompleto,São Luís,CE,"R$ 5.001,52",Moto,Gasolina,1542,Quinzenal
Samuel das Neves,20,Masculino Cisgênero,Preto(a),Sim,Casado(a),Ensino Básico Completo,Bauru,SP,"R$ 7.919,87",Caminhão,Diesel,920,Semanal
Samuel Mendes,47,Masculino Cisgênero,Indígena,Sim,Divorciado(a),Ensino Superior Completo,São João de Meriti,RJ,"R$ 5.397,15",Carro,GNV,2276,Quinzenal
Samuel Moraes,52,Masculino Cisgênero,Preto(a),Não,Solteiro(a),Ensino Básico Completo,Goiânia,GO,"R$ 1.960,62",Carro,Gasolina,1394,Diária
Samuel Nascimento,73,Masculino Cisgênero,Pardo(a),Não,Casado(a),Ensino Médio Completo,Campo Grande,MS,"R$ 9.524,82",Caminhão,Diesel,2758,Quinzenal
Samuel Pires,59,Masculino Cisgênero,Pardo(a),Não,Divorciado(a),Pós-graduação,Santa Maria,MS,"R$ 8.985,22",Ônibus,Diesel,461,Mensal
Samuel Porto,75,Masculino Cisgênero,Preto(a),Sim,Divorciado(a),Ensino Superior Incompleto,Belo Horizonte,SC,"R$ 3.748,26",Carro,Álcool,3148,Diária
Sarah Caldeira,53,Feminino Cisgênero,Pardo(a),Não,Divorciado(a),Ensino Médio Incompleto,Fortaleza,CE,"R$ 1.939,27",Caminhão,Diesel,2841,Semanal
Sarah Campos,55,Feminino Cisgênero,Pardo(a),Não,Solteiro(a),Ensino Médio Completo,Salvador,BA,"R$ 5.143,45",Ônibus,Diesel,1079,Quinzenal
Sarah Costa,41,Feminino Cisgênero,Preto(a),Não,Casado(a),Ensino Básico Incompleto,São José do Rio Preto,SP,"R$ 1.768,05",Caminhão,Diesel,4599,Mensal
Sarah Gomes,72,Feminino Cisgênero,Branco(a),Não,Divorciado(a),Ensino Básico Completo,Rio de Janeiro,RJ,"R$ 2.374,83",Caminhão,Diesel,554,Diária
Sarah Nascimento,31,Feminino Cisgênero,Amarelo(a),Não,Casado(a),Ensino Médio Incompleto,Rio de Janeiro,RJ,"R$ 2.730,80",Moto,Gasolina,1562,Mensal
Sarah Nogueira,77,Feminino Cisgênero,Amarelo(a),Sim,Casado(a),Ensino Médio Incompleto,Natal,RN,"R$ 2.297,55",Caminhão,Diesel,4739,Diária
Sarah Pinto,57,Feminino Cisgênero,Pardo(a),Sim,Divorciado(a),Ensino Médio Incompleto,Jundiaí,SP,"R$ 6.390,54",Moto,Gasolina,191,Mensal
Sarah Porto,22,Feminino Transgênero,Preto(a),Não,Viúvo(a),Ensino Médio Incompleto,Recife,PE,"R$ 3.281,71",Carro,GNV,2325,Diária
Sarah Rosa,56,Feminino Cisgênero,Branco(a),Não,Viúvo(a),Ensino Básico Incompleto,Taubaté ,SP,"R$ 1.674,22",Caminhão,Diesel,1096,Semanal
Sarah Silva,66,Feminino Cisgênero,Pardo(a),Não,Divorciado(a),Ensino Médio Incompleto,Contagem,MG,"R$ 6.355,00",Caminhão,Diesel,1132,Diária
Sofia Barbosa,26,Feminino Cisgênero,Pardo(a),Não,Solteiro(a),Ensino Superior Completo,Londrina,PR,"R$ 7.584,71",Caminhão,Diesel,812,Mensal
Sofia Cardoso,50,Feminino Cisgênero,Preto(a),Não,Solteiro(a),Ensino Básico Completo,Bauru,SP,"R$ 2.690,11",Caminhão,Diesel,4700,Quinzenal
Sofia da Mata,32,Feminino Cisgênero,Branco(a),Não,Solteiro(a),Ensino Médio Completo,Bauru,SP,"R$ 5.181,56",Moto,Gasolina,2181,Quinzenal
Sofia Rodrigues,46,Feminino Cisgênero,Preto(a),Não,Divorciado(a),Ensino Superior Incompleto,Goiânia,GO,"R$ 5.624,87",Caminhonete,Diesel,1181,Mensal
Sophia Azevedo,23,Feminino Cisgênero,Pardo(a),Não,Solteiro(a),Ensino Superior Incompleto,Santa Maria,MS,"R$ 6.371,46",Carro,Álcool,1311,Mensal
